0,1,2,3,4
2032,-1,,incel,vulgar trump said! yucko! tramp talk!
2033,0,,not incel,please. america let pull togeth save america!! trump / penc 2016!!!!!!!!
2034,0.605555556,,not incel,"I stand trump.and need elect donald trump.and fire garbag washington .and brave enough countri back.if trump win stand strong him, pray god killeri win."
2035,0,,not incel,law order blue life matter
2036,-0.043333333,,not incel,dnc hire trump accus https://wikileaks.org/dnc-emails/emailid/12803
2037,-0.107142857,,not incel,she crook! plain simple.
2038,-0.310606061,,not incel,"fox new said corrupt hillari lead trump. We need keep eye focus corrupt vote machines. they are tri TO distract US american corrupt vote machin hacked. dear hillari haters: I write letter I concern jame comey evid before. then decid reopen hillary' case. My concern hillari pardon obama still office.if go where. jame comey critic decision. the system rigged. get rid corrupt government. thi polit stunt. I concern wool go pull eye again. critic want. there justic riot happen benghazi.stil trust question self vote still check vote ask paper ballets. wake up. don""t BE fooled."
2039,0.6,,not incel,guess own them?? none georg soro
2040,0,,not incel,kathi zalomski I total agre say! trump president!????????
2041,0,,not incel,amen
2042,0.425,,not incel,that beautiful. ......wear red tuesday
2043,0,,not incel,call now.
2044,0,,not incel,agree. No way.
2045,0.3,,not incel,paul ryan history! the peopl america vote donald trump presid elect gop need stand support that! If hillari win big hand inabl To honor people' choice! your job ate peopl want.
2046,0.625,,not incel,more need share news!
2047,0,,not incel,puppet politician. cannot stand look
2048,0.4375,,not incel,good howard!
2049,-0.45,,incel,idiot! loud mouth..
2050,0.625,,not incel,"We love you, laura. We cheer mr. trump said that. I believ hit way republican unwil to. god bless america!"
2051,0,,not incel,vote donald trump!
2052,0,,not incel,amen!!
2053,-0.476190476,,incel,"sick sick power hungari woman moral ethics.. racist, danger person"
2054,0,,not incel,obama kiss a**
2055,-0.027777778,,not incel,they know go down!
2056,-0.037847222,,not incel,"let' make presenc known without doubt novemb 8th. pledg wear red shirt elect day. let news medium tri avoid see red move across whole unit state america! they may abl rig machines, ca not strip countless million peopl shirts. there way deni collect voic make physic visual. when go area vote precinct, use cell phone pictur red post social media. the mainstream medium share pictur must! WE the people, deplorables, irredeemable, redneck, taco bowl, racist, sexist, homophobic, xenophobic, islamaphobic, whatev name hrc call us. It us. trump/penc 2016"
2057,-0.039980159,,not incel,pure evil
2058,-1,,incel,"cheri pennington I would like fli wall bedroom. Or m boring! I guarante IF life talk like away you, you. get"
2059,-0.5125,,incel,hillari want nuclear kill anyon ca not afford spot secret underground 5 star bunker. 8 year ago someon gave cd show elit secret agenda. now i'm watch unfold. i'm scared! pleas vote trump world!
2060,1,,not incel,I ca not wait! It awesome!
2061,0,,not incel,america not clinton there----i need fox medium sourc tell !!
2062,0.051065341,,not incel,[[photo]]
2063,-0.1,,not incel,just let everyon know class action law suit design vote machin pleas go put ur list At least show tire rig vote booth
2064,0,,not incel,patrick field
2065,-0.45,,incel,your either stupid evil! which whoopi?
2066,0,,not incel,wait make sens anyth except devin intervention!!!
2067,0,,not incel,
2068,0,,not incel,tim ebert
2069,0,,not incel,????????????????????????
2070,0.167703477,,not incel,whi word match mouth movement?
2071,0.7,,not incel,good....
2072,-0.125,,not incel,pay attent america!
2073,0.6,,not incel,everi trump support share post. show kind
2074,0.009090909,,not incel,god bless you mr. trump & god bless america!
2075,-1,,incel,cnn sucks!!! noth liars!!!!
2076,0,,not incel,the truth need told
2077,-0.45,,not incel,"she criminal, need behind bars!"
2078,-0.130208333,,not incel,
2079,0.35,,not incel,true
2080,-0.5,,incel,"whi would anyon vote killary? she lies, deceives, steals, murder anyon disagre cross her! she corrupt evil! #neverkillari"
2081,0,,not incel,urgent...pass thi TO everyon you know...https://www.facebook.com/photo.php?fbid=10210767526489520&set=gm.1815795215357840&type=3&theat
2082,0.153201028,,not incel,i'm nurs certain convers nurs would set people' hair fire. hillari medium mafia realli scrape barrel.
2083,0.025,,not incel,By time grand juri conven whoever left wit dead. dead tell tales.
2084,-0.625,,incel,and barri fail - stori presidency!
2085,-0.041666667,,not incel,bawhahahaha. are serious? just look said. you offend hillari done trump said. real geniu are. get clue. trump said done einstein! #godsaveusall.
2086,1,,not incel,howard i'm start like more! U r turn class act!!!
2087,0.390625,,not incel,"I suggest everi american, canadian watch hillari america first, clinton cash!!! In order. A true vision democrat party!!!"
2088,-0.123593074,,not incel,A dysfunct family!
2089,0.1075,,not incel,they may say push trump get hilari ...... revers psycholog push trump make sure got
2090,0.10227466,,not incel,sweet and innoc kati ha been AT the pedo island..with georg stenopol
2091,-0.178571429,,not incel,No fbi train get position. obama
2092,0,,not incel,someon need someth kiss clinton' butt.
2093,0.5,,not incel,hillari ran campaign lie deception. america need chang better. vote trump.
2094,0.357142857,,not incel,your absolut right!
2095,0.35,,not incel,"onli crimin offic vote clinton. god the usa tomorrow. Go trump pence, make america great again!!"
2096,-0.139285714,,not incel,mayb secret servic guy got fed call name
2097,0.033333333,,not incel,anoth fraudul accusation. these woman sould charg defam .
2098,0,,not incel,
2099,0,,not incel,she everyth I would president!
2100,0,,not incel,goooooo trump
2101,-0.05,,not incel,killari blame russia know putin corrupt peopl would read first batch email would read 22 year old work insid dnc hack server 2011
2102,-0.072916667,,not incel,I wonder mani type site I factual news ? seem get truth fb . the medium TV say anyth - I like part truth hard find
2103,0,,not incel,trump drop ball... wikileak inform use her.
2104,0.735,,not incel,"awesome!!! get trump train. take chanc last time I said facebook, lost person state friend!! but true friend judg polit choic I anyon els that' right!!! but Go trump!!!! We win presidency!!!"
2105,0.7,,not incel,hello america! today your day fight america vote donald J. trump president! your vote counts! We the peopl must win landslide! We american can stop corruption! make america great safe again! We can Do this! stay focused! hang there america! Do listen polls/media!
2106,0.475870536,,not incel,I sat watch scari I told fact check stuff internet I I vote anyway never I get proof right I make sure proof peopl vote
2107,0,,not incel,"joe cariaga wake up! they together, comey board clinton foundat andthere' million dollar comey accept clinton foundat defens contractor, comey' bother-in-law' compani clinton foundat taxes,"
2108,0,,not incel,endingthefed.com troll website; empir herald satire/entertain website. let go!
2109,-0.166666667,,not incel,funni rig half vote machines. whi stick fact instead make thing
2110,0.066666667,,not incel,"I see gari johnson strong repres america. I know mani friend famili look alternative, I hope vote man. At least vote hillary."
2111,0.03125,,not incel,wow! that' big surprise. He need go.
2112,-0.8,,incel,bunch idiot
2113,0,,not incel,ye
2114,0,,not incel,guilti guilti AS hell ~
2115,-0.334461806,,not incel,"your stori tell anyth happen immedi hillari landed. thi site bad hillari , false, mislead deceptive! If report least headlin states! ugh!!"
2116,0,,not incel,X
2117,0,,not incel,sue slander/liable.
2118,0,,not incel,vote for the childtrn who can't
2119,0,,not incel,boycott cnn
2120,0.46,,not incel,iti appal ye let u make america great amen everyon get vote
2121,0,,not incel,georg gamblin both trey @ jason vote it. along 4 dem rino said .base advic chenni . you read tran script u dot gov.
2122,0,,not incel,vote trump
2123,-0.6,,incel,disgusting! everyday... country.
2124,-0.5,,incel,"I hear you. I armi woman think never said someth crude women, complet naive. even sweetest one say someth atleast once."
2125,-0.9,,incel,sickening;;;;
2126,0,,not incel,becaus suicide'
2127,0,,not incel,thank donald J. trump.
2128,0,,not incel,amen
2129,0.020833333,,not incel,"it' constitut illeg pay him, unfortunately! but constitut mean thing him, I guess okay!!!. he' piec - - - -!"
2130,0,,not incel,did hillari send suicid letters?
2131,0.020767196,,not incel,vote libertarian!
2132,-0.6,,incel,you ignor killari done put blame the russian hack mail stupid. she' evil spawn devil. crimin she is.
2133,-0.185714286,,not incel,alreadi know guilti rig vote. know iS what IS be done about it?
2134,-0.46875,,not incel,bunch evil people. it choice. the major rules. suppos to.
2135,0.266666667,,not incel,"cheri pennington, vote hillary, get 500+% refuge here, trump sound good. It late then,"
2136,0,,not incel,wolv total meltdown*
2137,0,,not incel,
2138,0,,not incel,you embarass america????????????????????
2139,0.433333333,,not incel,she strong woman.
2140,-0.022857749,,not incel,the devil alway details! crush the clintons!
2141,0,,not incel,hillari clinton unfit president! nation secur risk dirti character!!!
2142,-0.001412059,,not incel,all state folllow
2143,0,,not incel,trump presid fan club [[sticker]]
2144,-0.25,,not incel,"absolut valid question asked. As usual, answers."
2145,0,,not incel,Is ryan?
2146,0,,not incel,[[photo]]
2147,0,,not incel,put our misery.
2148,-0.4,,incel,stupid
2149,0,,not incel,A smoke screen!!!
2150,0,,not incel,will
2151,0,,not incel,she not american!
2152,-0.115085565,,not incel,"what utter rot. So much neg scaremong shit stir mumbo jumbo get post fb. seriously, peopl caus riot. noth news."
2153,0,,not incel,
2154,-0.5859375,,incel,she dishonest. I ca not understand know said & said it!!!
2155,0,,not incel,obama premium 60% 2017.
2156,-0.0625,,incel,I guess geniu know hot mic is. dumb ass
2157,0,,not incel,
2158,0,,not incel,[[photo]]
2159,0,,not incel,manda grace braun
2160,0.1,,not incel,W still wear pant wow
2161,-0.8,,incel,caus death stupid noth stupid
2162,-0.1,,not incel,she pick jail cell #br549.
2163,0,,not incel,
2164,0.283333333,,not incel,it' even evid comey hillari payroll. So much squeaki clean fbi. one chang obama administr add dossier. hi legaci look wors time.
2165,0,,not incel,comey U R A sell !!!! PC fool
2166,0.7,,not incel,doe good retir
2167,0.005555556,,incel,"minor item. hang clinton ass someth serious, important. one deplor acts, plenti work with."
2168,0.7,,not incel,good job.
2169,0.131872294,,not incel,"hurrican matthew leav 'catastrophic' devast haiti. A post comment andrew S, donald trump' facebook page... I wish share. follow hurrican mathew, haiti mess. water drinkable, street flooded, devast occurred. right great time ask clinton they'r go repay 6 billion + stole haitian 2010 earthquake. did steal black? If haitian would go...tten aid deserved, 1,000 would saved, instead 10,000 haitian died. In clinton mind, black life realli matter? Or money important? follow danney williams, alleg bill clinton. all want patern test, father acknowledg him. there' doubt resembl there. obvious fit pictur perfect famili claim got dismiss year ago. all guy want bill meet him. did clinton ignor black, black life matter. We know haiti rich resourc hillari rodham clintonü?? brother, toni rodham, sat board self-describ mine compani 2012 receiv two ü??gold exploit permitsü?? haitian governmentü??th first issu 50 years. We know special interest haiti. haitian work half standard rate, use cheap labor preserv island wish doesnt thought count. it' home, life matter. when bill clinton sign clinton crime bill, bill decim commun colour acceler mass incarceration. did not black life matter? when hillari clinton call black super predators, make feel. Do not life matter? there trend clintons, poor black, life matter. your interest arent valu unless money. thi clinton realli are!"
2170,0.091121088,,not incel,"smart, better suicid route.... watch back"
2171,0,,not incel,pos...
2172,0,,not incel,"also box anoth cnn person ""gloria b'also rais hand well glass wine .I turn cnn morn listen wail sudden chang heart..get rid peopl well guest"
2173,0.125,,not incel,wow!
2174,0.175,,not incel,"hope true, know believ bogu facebook. it' like big enquir paper."
2175,0.097222222,,not incel,thi true. clinton go down.
2176,0,,not incel,awsom
2177,0.135544218,,not incel,fuk yeah
2178,0,,not incel,
2179,0,,not incel,"wolf deserv mocked. whenev watch cnn, whenev wolf come chang channel !!"
2180,0.566666667,,not incel,vote trump good choic
2181,0,,not incel,our liberti die patriot act
2182,0.7,,not incel,their parent paid good money ????? It independ thinking.
2183,0.75,,not incel,come join u grow commun make america safe & great again! like page. deplor click like. https://m.facebook.com/deplorables-310324155992778/ [[page_in_comment]]
2184,0.583333333,,not incel,????????????????????????????
2185,0.348148148,,not incel,"trump thought nice go her, rather learn art nice take down. just arsenal."
2186,0,,not incel,check out: https://www.facebook.com/derreck.ogden/posts/1205575179489484?pnref=stori
2187,-0.390625,,not incel,"gosh, mean lie but, again! shocker"
2188,-0.4,,not incel,andrew caleb prescott jake cribb austin cole
2189,0.375,,not incel,"I cannot imagin hillari presidency. If hillari wins, I know I go do???? pleas america, vote massiv trump! ????????"
2190,-0.087878788,,not incel,phylli gore I live vega plenti woman ten time worse.
2191,0.35,,not incel,john kasich today cb said voter fraud true frankli embarrass trump. trump desper supporters.
2192,0.625,,not incel,stay safe boys!
2193,0,,not incel,He look like terrorist
2194,0.125,,not incel,the appl fall far tree!
2195,0,,not incel,peopl trump
2196,0.25,,not incel,"It never happen. too mani corrupt croni corner, includ mainstream medium doj....th best soil money buy."
2197,0,,not incel,kalina brown
2198,0,,not incel,aman sehgal
2199,-0.125,,incel,"she want power white hous matter plow through.but fail take everyon her. she conniv bitch,onli refug u whole u.s. peopl lot shit come herself,th question ..when gonna hit fan, go land?"
2200,0,,not incel,??????!
2201,0,,not incel,????????
2202,0.15,,not incel,yep that' obozo get wants!
2203,-0.040254821,,not incel,cnn=clinton new network. they pocket
2204,0,,not incel,the rule appli her...nev have!
2205,0,,not incel,
2206,0,,not incel,ban crook govern .
2207,0,,not incel,Oh care child
2208,0,,not incel,see crow face.
2209,0,,not incel,He impeach 12-19-98. who care says.
2210,-0.357142857,,not incel,just plain wrong. what happen TO freedom OF speech.
2211,0,,not incel,she blame trump hurricanes. what fool!
2212,0,,not incel,voter ID absolut constitut ! No illeg allow vote countri !
2213,0.1953125,,not incel,wow!!! how could vote him.
2214,0,,not incel,sneaki littl snake.
2215,0,,not incel,and anoth system pyromania
2216,0.075,,not incel,"then arrest ?? trust me, I would love it."
2217,0.477246094,,not incel,kinda old pm she?
2218,0.052380952,,not incel,you right!
2219,0,,not incel,yes!!
2220,0.7,,not incel,good japan
2221,0,,not incel,drain swamp!!!! killari prison 2016!!!
2222,0.020833333,,not incel,"So look trump done past, bring everi lie made first woman run presidency! doubl standard think?"
2223,0,,not incel,may god strike [[photo]]
2224,0.017241379,,not incel,TY mr. gowdi stay strong !!!!
2225,0,,not incel,"again...crooks... what happen TO that $14,000,000,000.00 "" billion dollar donat TO haiti?""!!!! thru the xlinton foundation!"
2226,0.296626984,,not incel,good hillari minions! hello mr. trump
2227,0,,incel,souless bitch!!!
2228,0,,not incel,[[photo]]
2229,0,,not incel,rememb ((all))that support this!!! %/#$!??ü??*
2230,-0.333333333,,not incel,tire cheat get rid thi bitch foeall.
2231,0.148760331,,not incel,"thi open letter fellow trump supporters. We close new leader countri love. when donald trump win elect cannot becom complacent. thi countri becom cesspool corrupt back laurel let trump handl go work. thi the peopl the unit state america' countri continu pay attention, stay communication, network share victori struggles. when win back counti power hungri corrupt peopl dc, work over. We need support djt effort let know still behind 100%."
2232,0.207552083,,not incel,2 pea pod!!
2233,0,,not incel,even know legit document. thi could fals creat
2234,0,,not incel,and peopl white house?
2235,0.165820313,,incel,linda jone -unbeliev kind peopl support hillari !! not surpris say bird feather flock togeth mean heart!! god help ever need. I know call hillari rescu dumb ass!! lol
2236,0,,not incel,"bwahahahaha! sorry, hilarious."
2237,0,,not incel,unamerican
2238,0,,not incel,he dictat law dont appli
2239,0.077380952,,not incel,yes!!
2240,0.4375,,not incel,true americans!
2241,-0.577380952,,incel,smart man! SO mani stupid out there SO readi TO ruin their countri and residents. they need TO protest their governments! it' outrageous!
2242,0.047537879,,not incel,We knew that. thi proof
2243,-0.2,,not incel,how bin laden dead pictur obama hillari [[photo]]
2244,-0.089285714,,not incel,there must spirit confus operating. lord releas
2245,0,,not incel,Is answer?...sav baby....los mother. bet lot woman would think twice.
2246,0.28125,,incel,guess you dumbass liber enjoy thi about your peic OF garbag pick hillari AS far AS I AM concern you all are just AS low AS she IS !how you think thi IS OK disgust ME !
2247,0,,not incel,we'r way. We know hillari crook
2248,0.5,,not incel,ladi gaga jayz. love role model . wanna see hillari ralli jayz? https://m.facebook.com/story.php?story_fbid=571808939671496&id=505805672938490
2249,0.3,,not incel,"hey hillari , wont work time after time ! you lost your credibl along time ago AS your ladi have too . these women must BE get paid A lot !! MY question TO you ladies. IS hillari realli worth your self worth ??????"
2250,0.35,,not incel,thi true. thi liber hillari crazi idea. pleas ignor neg garbag said go do.
2251,-0.031098485,,not incel,whi ca not peopl high place see this? they seem absorb self greed
2252,0,,not incel,I said thing !I bet one outrag done thing!
2253,0,,not incel,l'd like put flare as
2254,-0.145833333,,not incel,hillari thrown
2255,-0.65,,incel,"misar lying, cheating, corrupt, communist, satan demon, hate monger, bitch."
2256,0,,not incel,"they lie,cheat,st even murder get way. disgust"
2257,-0.026984127,,not incel,yes!! We need like jason chaffitz protect constitut right
2258,0.365178571,,incel,you'r right one brag OF OF damag littl sister the other brage about get A rapist off for rape how disgust and DO not want MY grand and great grandchildren expos TO either like chelsea how would I explain hillari TO them
2259,0,,not incel,thi surprise.
2260,-0.05,,not incel,"A lot peopl need go jail countri voter fraud. thi got ""o'bama twice. semper Fi"
2261,0.0625,,not incel,sad certainli believable!
2262,0,,not incel,interest !!!!!
2263,0,,not incel,what go around come around.
2264,0,,not incel,Go carson
2265,0,,not incel,just one;i dont likel
2266,0,,not incel,susi toledo....grow pair already. My goodness. wahhhhhh.
2267,0,,not incel,rob louden kurti patrick M clay lewi
2268,0,,not incel,????
2269,0,,not incel,"yeah, final result tell truth. ????"
2270,-0.16969697,,not incel,"I faith god, donald trump mike penc work god rebuild country.....nev lose faith god!!!!!!!!"
2271,0.5,,not incel,I love listen savag ksfo san francisco 96 ish
2272,0,,not incel,Go trump.***
2273,0,,not incel,dmitriy golosinskiy read buddi
2274,0,,not incel,
2275,0,,not incel,
2276,0,,not incel,My support waiver mr. trump... 100% trump 2016!
2277,0.7,,not incel,good question
2278,0,,not incel,hurri weekend
2279,0.4,,not incel,amen
2280,-0.102040816,,not incel,should have monica wear A blue dress
2281,0.8,,not incel,beauti done proud take stand trump family. My prayer trumps. god bless beauti person are.
2282,0.5,,not incel,"I sure "" protect "" us. she ca not even protect email"
2283,0.35,,not incel,Is true?? who make count.
2284,0.25,,not incel,"sure do. she give night mares. how could let run president? So greedi get back WH ,to damag u all !!"
2285,-0.438095238,,incel,"killari disgrac human ,america ,and god . killari dirti ,trator, murder ,li ,lunatic, belong prison syria notin our countri , she IS A sick dangerous. . person"
2286,0.068181818,,not incel,So els new. she reportedli upon vacat white house.
2287,0,,not incel,
2288,0,,not incel,come bill give dna
2289,-0.092708333,,not incel,Of cours satan camp baby' real sacrific chicken symbol heck hillari gave satan million babi worldwid bought paid foreign aid blackmail term secrectari satan!
2290,0.156161616,,not incel,"IS thi what you want IN our countri dont vote becaus IT IS A man OR A woman OR A parti vote for the person who will DO the job . heallri ha not done ani thing IN 30 year except bring US down with corrupt . trump IS not even presid AS OF now , but ha done more with hi heart . HE deserv the chanc TO make thi countri proud TO live IN again . I know I will."
2291,0.032222222,,not incel,they are all criminals!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2292,0,,not incel,they fear like devil
2293,0,,not incel,larri clemon
2294,-1,,incel,"""chicken a' comin' home roost""!!!"
2295,-0.051992754,,not incel,"finally, thank assange!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! hero !!"
2296,0.875,,not incel,hillari probabl contempl suicid too... jumpsuit orang look good her!
2297,0.031818182,,not incel,wikileaks' sure give u good look world clinton polit
2298,0,,not incel,trump rules!!!
2299,0.175,,not incel,wow
2300,0,,not incel,"gee, I ca not imagin trump' losin helper like rush. Go figur"
2301,-0.375,,not incel,"I know ladi president,but look like georg soros. pleas disgrac america call monster first woman presid"
2302,0.6,,not incel,"An honest woman, admit woman talk like away husbands. there differ talk act it."
2303,0.064642857,,not incel,better known c.c.c. [ corrupt clinton clan] [[sticker]]
2304,0,,not incel,what A sorri bunch. pun intended.
2305,-0.260416667,,not incel,"mention shit make nuke of,sh sold russia that,dont think know well?"
2306,0,,not incel,yep cours bed togeth
2307,0,,not incel,bloodi meat tenderizer...nic touch...lol
2308,-0.094047619,,not incel,what bunch hypocrites. sick issu fix america. rememb hillari crucifi woman bill rape ?
2309,0,,not incel,"He predator,bewar america!"
2310,0.15,,incel,"obama done nothing, except send nation spiral fall. He divid nation, ignor constitution, brought terrorist in, taken job away, things. I proud say, I vote never been, eyes, president. hillari clinton like and, elected, nation even lying, corrupt crimin ways. I, again, proud say, i'm vote woman, either. To me, devil' advoc need imprison evil deeds. trump-pence, 2016. may our lord and savior, put two gentleman the white hous make america great again."
2311,-0.1,,not incel,He need jail clinton
2312,0.375,,not incel,god bless america! america wins!
2313,0,,not incel,trash
2314,0,,not incel,Go trump go trump go trump go trump go trump go trump go trump go trump go trump go trump go trump 2016 killari prison
2315,-0.2890625,,incel,"angelo ... you epitom stupid!! grow Up yourself, peopl human, make mistakes. what career crimin vs. businessman ammunit shit said 10 year ago!! I wish I could see thing perspective, however, I cant get MY head that far UP MY ass!!"
2316,0.5,,not incel,love claire. thank tag
2317,0,,not incel,I would wish sooner later .
2318,0,,not incel,imagin that!
2319,-0.20625,,not incel,"look situat way, money spent, mean helpinh conomy."
2320,0,,not incel,"He tried, chew him, spat."
2321,0,,not incel,He still unconsci blow head.
2322,0.625,,not incel,canada better hope killeri shut up!
2323,0.29375,,not incel,#trumpforpresid
2324,-0.007142857,,not incel,"you right. tell everyon see, mayb word get late."
2325,0,,not incel,outstand
2326,0,,not incel,"it' pjsd. smoke joint, call dr. morning.!!!"
2327,-0.292727273,,incel,soooooo. soooooo. stupid. obama total idiot. We missil defens system In poland ukrain stop russia border. obama remov them. hillari broke reset button. and crimea taken. russia superpow america new set global hotpot problems. thank Mr president. I hope forget bow apolog america.
2328,0.8,,not incel,If clinton win watch gener retire. great loss experience.
2329,0,,not incel,presid donald trump!!
2330,0.3,,not incel,"gee, may vice president?. He alreadi lie mode. nice start white house."
2331,0.325,,not incel,"god damn shillari murder world terrorist...hell..sh commit mani murder america alon ,it like eat soup her..it big deal"
2332,-0.066666667,,not incel,"lol,,, I know I hate them."
2333,0,,not incel,nasti woman
2334,0,,not incel,pat gayton
2335,-0.221428571,,not incel,He boob!!!
2336,-0.4,,incel,We ..we understand... be... lie told.... scandal created....... name call him......... surpris prissi bitch playground hide behind teacher skirt poke bear.
2337,0.366666667,,not incel,real clinton friend absolut anyth win presid /// wow
2338,0,,not incel,well said Mr graham well said ....
2339,0,,not incel,she porn???
2340,0,,not incel,
2341,0,,not incel,
2342,0.013690476,,incel,"noth happen becaus loretta lynch shut attempt illeg issu forward. obama given order stop anyon mis-administr answer action lack thereof. A second grader smart enough see lot ""hearsay"". what evid need? for liberals, noth I write anyth conserv gointo ear regist thus, logic ca not understood. I get far stand middl cemeteri speak dead!"
2343,0.175,,not incel,i'm sure know leak/secret .... A whole team
2344,-1,,incel,one evil woman....
2345,0.916666667,,not incel,what pleasant turnabout!
2346,0.3875,,not incel,"gee, sound familiar? Oh I recal 47 times. ??? ??? ??? ??? ????"
2347,0,,not incel,I wonder witchcraft.
2348,-0.2,,not incel,ye
2349,0.184724026,,not incel,I hope go hide forever!
2350,0,,incel,what moron...hahaha
2351,-0.4,,incel,Do not get suck killari news medium bias dishonest expect privileg contribut fake chariti
2352,-0.075,,not incel,Ya think?
2353,0.357142857,,not incel,right !
2354,-0.15,,not incel,hillari common crimin run presid happen obama that
2355,0.042708333,,not incel,amen
2356,0.1703125,,not incel,As long get line first!!
2357,0.324285714,,not incel,"that funny, I thing. We know near futur vote right person right cast ballot feel good."
2358,0,,not incel,#neverkillari
2359,0,,not incel,hillari clinton the movi ban court 2008
2360,0,,not incel,
2361,0,,not incel,whi heard her??
2362,0,,not incel,I agree.
2363,0.6,,not incel,whitney beatti bianca rose
2364,0,,not incel,GO trump.
2365,-0.333333333,,not incel,"I rememb year ago I respect journalist. rip, american journalism."
2366,-0.05,,not incel,donald trump wa grrreat. HE wa realli balanc IN spite OF the obviou bia OF the two commentators.
2367,0.166666667,,not incel,get worse...
2368,0.033333333,,not incel,love lol
2369,0.1,,not incel,wow bob pay attent ????
2370,0,,not incel,[[sticker]]
2371,0,,not incel,"It american like joke, asham yourself."
2372,0.5,,not incel,love possibl putin.
2373,0,,not incel,these photo expect see rag! they room critic anyone.
2374,-0.01171875,,not incel,big deal.
2375,0,,not incel,certainli
2376,0,,not incel,trump penc 2016
2377,-0.1265625,,not incel,
2378,0,,not incel,isnt convient hillari fraud
2379,0,,not incel,"the news medium may know things, report noth neg hillary. the medium cover hillary, bought paid for."
2380,0.1,,not incel,If I trump I would forget 2 debat lester holt gave soft ball question hillari ask trump question would let answer kept interrupt If 2 debat prep . she defens miss opportun nail benghazi crimin activ email foundat etc. prep
2381,0,,not incel,thank judg jeanin
2382,-0.070454545,,incel,rose ann rockers-dussold hate done hate stand for. yeah he' hater. but least killer. appar child grandchildren. becaus hillari get ever get chanc live free countri like have. they forc thing believ countri go becom communist. believ peopl better think vote for. At least trump peopl usa trader.
2383,-0.007106782,,not incel,
2384,0,,not incel,"that' presid would be. dump us, breaks."
2385,0,,incel,she fuckin cunt!!!
2386,0.25,,not incel,thank team trump 2016 first ladi
2387,0,,not incel,I believ even took son.
2388,0.625,,not incel,glad I move virginia! ????
2389,0.041055408,,not incel,michel john
2390,-0.002222222,,not incel,"what wife say? when go low, go high?? I guess that' subject interpretation."
2391,0.625,,not incel,they sure are!
2392,0.25,,not incel,russia love trump trump love russia putin' puppet. No belief this.
2393,0,,not incel,comey payrol quit time - lynch
2394,0,,not incel,"get readi tank economy, protected."
2395,1,,not incel,"tucker carlson absolut right!!!! hello, wake america!!!"
2396,0.3,,not incel,"A great question hillari next debat type healthi exercis program promoting? husband bill frequent jogged, golfed. presid gw. bush rode bicycle, cut split wood, golfed. presid obama exercis gym, golfed, basket ball shoot baskets. hillary? weav baskets? the question asked."
2397,0.2,,not incel,love thi ad!!!!!
2398,0.31796875,,not incel,with god' help pray
2399,0,,not incel,pleas help save american.
2400,-0.05625,,not incel,monkey see monkey do!
2401,0,,not incel,awesom video! vote trump/pence!????????????????????????????????????????????????????????
2402,0,,not incel,pray america! [[photo]]
2403,0,,not incel,ye
2404,-0.07797619,,not incel,trump ????????????????????????????????????????????????
2405,0,,not incel,"you go, girl!"
2406,0,,not incel,that' mike!!!!!!!!!!
2407,0,,not incel,god bless him!!!
2408,0,,not incel,that say all! thank you.
2409,0.5,,not incel,thank sean---lov love love
2410,0.1,,not incel,come on......get straight
2411,0,,not incel,hey michel boooo boooo booooo
2412,0,,not incel,???????????????
2413,0,,not incel,????
2414,-0.3,,not incel,duh
2415,0,,not incel,bradi witzig watch
2416,0,,not incel,????????????lol yep! ????????????
2417,0.1,,not incel,go aclj websit sign petitions.. impeach comey! good petit
2418,0.13125,,not incel,with enough money buy anyon
2419,0,,not incel,sho rite!!!
2420,0.1,,incel,bullshit. comey own like A fuck slave.
2421,0,,not incel,hillari prison...
2422,-0.2,,not incel,"trey gowdi polit opportunist launch witch-hunt design republican parti destroy clinton candidacy. In eleven hour hearing, becam nation joke guarante clinton' presidency."
2423,0.175,,not incel,"yeah, peaceful. wake america, realli monster country?"
2424,0,,not incel,HE want TO stay president--h IS crook too.
2425,0,,not incel,
2426,0.178282582,,not incel,how someon like broke life never end rich like clintons??? for broke live like rich people...hmmm dont I hous instead renting? trump president...100% vote !!!!
2427,0,,not incel,ewwww...
2428,0.5,,not incel,sure have. there need term limits.
2429,0,,not incel,"thi woman anti-american, ag/"
2430,0,,not incel,"trump ralli 29, 30 march america DC and everi town capital. Go march america FB page info"
2431,0,,not incel,just hurri finish pack get america. want here.
2432,0,,not incel,thank sevic ood
2433,-0.05,,not incel,"what took long? whi don""t job?"
2434,-0.1,,incel,"IF kil-liar-i happen win election, hook crook, name georg soros. evil abounds."
2435,0,,not incel,gag!
2436,0,,not incel,To expect who pay them?
2437,0.3,,not incel,"they need TO watch her,hilleri willtak her out ,hilleri alreadi call her ,her staff member, I wonder what she call her under the covers?? old huma better sing, hilleri will let take the blame.lik bill threw monicaund the bus."
2438,0.5,,not incel,all these maggot should BE thrown under the feder prison for life ; from top TO bottom thank you fbi they have put everyone' life' AT risk IN thi countri
2439,0,,not incel,talk trump voter done nothing.
2440,-0.219285714,,not incel,give IT back
2441,-0.166666667,,not incel,"not surpris all. all video interview show attitude, disrespect outright racist languag regard black community, yet still refus see it."
